Id,Id2,Geography,Median household income in 1999
1400000US36047023400,36047023400,"Census Tract 234, Kings County, New York",17731
1400000US36047023500,36047023500,"Census Tract 235, Kings County, New York",21875
1400000US36047023600,36047023600,"Census Tract 236, Kings County, New York",16941
1400000US36047023700,36047023700,"Census Tract 237, Kings County, New York",16797
1400000US36047023800,36047023800,"Census Tract 238, Kings County, New York",23393
1400000US36047023900,36047023900,"Census Tract 239, Kings County, New York",20156
1400000US36047024000,36047024000,"Census Tract 240, Kings County, New York",27930
1400000US36047024100,36047024100,"Census Tract 241, Kings County, New York",10500
1400000US36047024200,36047024200,"Census Tract 242, Kings County, New York",29632
1400000US36047024300,36047024300,"Census Tract 243, Kings County, New York",23358
1400000US36047024400,36047024400,"Census Tract 244, Kings County, New York",28824
1400000US36047024500,36047024500,"Census Tract 245, Kings County, New York",24352
1400000US36047024600,36047024600,"Census Tract 246, Kings County, New York",41738
1400000US36047024700,36047024700,"Census Tract 247, Kings County, New York",17964
1400000US36047024800,36047024800,"Census Tract 248, Kings County, New York",35086
1400000US36047024900,36047024900,"Census Tract 249, Kings County, New York",28449
1400000US36047025000,36047025000,"Census Tract 250, Kings County, New York",43717
1400000US36047025100,36047025100,"Census Tract 251, Kings County, New York",21724
1400000US36047025200,36047025200,"Census Tract 252, Kings County, New York",29470
1400000US36047025300,36047025300,"Census Tract 253, Kings County, New York",27955
1400000US36047025400,36047025400,"Census Tract 254, Kings County, New York",34803
1400000US36047025500,36047025500,"Census Tract 255, Kings County, New York",11822
1400000US36047025600,36047025600,"Census Tract 256, Kings County, New York",40871
1400000US36047025700,36047025700,"Census Tract 257, Kings County, New York",32275
1400000US36047025800,36047025800,"Census Tract 258, Kings County, New York",31541
1400000US36047025901,36047025901,"Census Tract 259.01, Kings County, New York",18150
1400000US36047025902,36047025902,"Census Tract 259.02, Kings County, New York",13218
1400000US36047026000,36047026000,"Census Tract 260, Kings County, New York",31651
1400000US36047026100,36047026100,"Census Tract 261, Kings County, New York",15702
1400000US36047026200,36047026200,"Census Tract 262, Kings County, New York",38000
1400000US36047026300,36047026300,"Census Tract 263, Kings County, New York",25417
1400000US36047026400,36047026400,"Census Tract 264, Kings County, New York",30525
1400000US36047026500,36047026500,"Census Tract 265, Kings County, New York",24977
1400000US36047026600,36047026600,"Census Tract 266, Kings County, New York",36458
1400000US36047026700,36047026700,"Census Tract 267, Kings County, New York",32971
1400000US36047026800,36047026800,"Census Tract 268, Kings County, New York",32672
1400000US36047026900,36047026900,"Census Tract 269, Kings County, New York",26905
1400000US36047027000,36047027000,"Census Tract 270, Kings County, New York",28380
1400000US36047027101,36047027101,"Census Tract 271.01, Kings County, New York",26686
1400000US36047027102,36047027102,"Census Tract 271.02, Kings County, New York",29375
1400000US36047027200,36047027200,"Census Tract 272, Kings County, New York",32356
1400000US36047027300,36047027300,"Census Tract 273, Kings County, New York",29883
1400000US36047027400,36047027400,"Census Tract 274, Kings County, New York",40691
1400000US36047027500,36047027500,"Census Tract 275, Kings County, New York",30241
1400000US36047027600,36047027600,"Census Tract 276, Kings County, New York",30496
1400000US36047027700,36047027700,"Census Tract 277, Kings County, New York",23561
1400000US36047027800,36047027800,"Census Tract 278, Kings County, New York",24730
1400000US36047027900,36047027900,"Census Tract 279, Kings County, New York",19551
1400000US36047028000,36047028000,"Census Tract 280, Kings County, New York",42500
1400000US36047028100,36047028100,"Census Tract 281, Kings County, New York",12194
1400000US36047028200,36047028200,"Census Tract 282, Kings County, New York",38382
1400000US36047028300,36047028300,"Census Tract 283, Kings County, New York",12830
1400000US36047028400,36047028400,"Census Tract 284, Kings County, New York",30727
1400000US36047028501,36047028501,"Census Tract 285.01, Kings County, New York",38438
1400000US36047028502,36047028502,"Census Tract 285.02, Kings County, New York",11859
1400000US36047028600,36047028600,"Census Tract 286, Kings County, New York",22981
1400000US36047028700,36047028700,"Census Tract 287, Kings County, New York",15714
1400000US36047028800,36047028800,"Census Tract 288, Kings County, New York",32171
1400000US36047028900,36047028900,"Census Tract 289, Kings County, New York",20461
1400000US36047029000,36047029000,"Census Tract 290, Kings County, New York",28634
1400000US36047029100,36047029100,"Census Tract 291, Kings County, New York",26155
1400000US36047029200,36047029200,"Census Tract 292, Kings County, New York",25655
1400000US36047029300,36047029300,"Census Tract 293, Kings County, New York",22500
1400000US36047029400,36047029400,"Census Tract 294, Kings County, New York",40227
1400000US36047029500,36047029500,"Census Tract 295, Kings County, New York",31765
1400000US36047029600,36047029600,"Census Tract 296, Kings County, New York",34824
1400000US36047029700,36047029700,"Census Tract 297, Kings County, New York",33333
1400000US36047029800,36047029800,"Census Tract 298, Kings County, New York",32385
1400000US36047029900,36047029900,"Census Tract 299, Kings County, New York",27733
1400000US36047030000,36047030000,"Census Tract 300, Kings County, New York",37750
1400000US36047030100,36047030100,"Census Tract 301, Kings County, New York",30636
1400000US36047030200,36047030200,"Census Tract 302, Kings County, New York",39881
1400000US36047030300,36047030300,"Census Tract 303, Kings County, New York",15020
1400000US36047030400,36047030400,"Census Tract 304, Kings County, New York",35724
1400000US36047030600,36047030600,"Census Tract 306, Kings County, New York",35515
1400000US36047030700,36047030700,"Census Tract 307, Kings County, New York",10516
1400000US36047030800,36047030800,"Census Tract 308, Kings County, New York",32670
1400000US36047030900,36047030900,"Census Tract 309, Kings County, New York",13578
1400000US36047031100,36047031100,"Census Tract 311, Kings County, New York",25086
1400000US36047031300,36047031300,"Census Tract 313, Kings County, New York",22514
1400000US36047031400,36047031400,"Census Tract 314, Kings County, New York",32083
1400000US36047031500,36047031500,"Census Tract 315, Kings County, New York",26019
1400000US36047031701,36047031701,"Census Tract 317.01, Kings County, New York",27007
1400000US36047031702,36047031702,"Census Tract 317.02, Kings County, New York",30093
1400000US36047031900,36047031900,"Census Tract 319, Kings County, New York",33738
1400000US36047032000,36047032000,"Census Tract 320, Kings County, New York",55781
1400000US36047032100,36047032100,"Census Tract 321, Kings County, New York",28659
1400000US36047032300,36047032300,"Census Tract 323, Kings County, New York",29747
1400000US36047032500,36047032500,"Census Tract 325, Kings County, New York",28111
1400000US36047032600,36047032600,"Census Tract 326, Kings County, New York",12041
1400000US36047032700,36047032700,"Census Tract 327, Kings County, New York",33038
1400000US36047032800,36047032800,"Census Tract 328, Kings County, New York",24750
1400000US36047032900,36047032900,"Census Tract 329, Kings County, New York",27454
1400000US36047033000,36047033000,"Census Tract 330, Kings County, New York",20276
1400000US36047033100,36047033100,"Census Tract 331, Kings County, New York",26954
1400000US36047033300,36047033300,"Census Tract 333, Kings County, New York",35625
1400000US36047033500,36047033500,"Census Tract 335, Kings County, New York",36528
1400000US36047033600,36047033600,"Census Tract 336, Kings County, New York",33359
1400000US36047033700,36047033700,"Census Tract 337, Kings County, New York",30763
1400000US36047033900,36047033900,"Census Tract 339, Kings County, New York",37519
1400000US36047034000,36047034000,"Census Tract 340, Kings County, New York",16028
1400000US36047034100,36047034100,"Census Tract 341, Kings County, New York",30909
1400000US36047034200,36047034200,"Census Tract 342, Kings County, New York",10069
1400000US36047034300,36047034300,"Census Tract 343, Kings County, New York",16981
1400000US36047034500,36047034500,"Census Tract 345, Kings County, New York",32917
1400000US36047034700,36047034700,"Census Tract 347, Kings County, New York",16078
1400000US36047034801,36047034801,"Census Tract 348.01, Kings County, New York",27448
1400000US36047034802,36047034802,"Census Tract 348.02, Kings County, New York",16250
1400000US36047034900,36047034900,"Census Tract 349, Kings County, New York",27981
1400000US36047035000,36047035000,"Census Tract 350, Kings County, New York",25938
1400000US36047035100,36047035100,"Census Tract 351, Kings County, New York",26124
1400000US36047035200,36047035200,"Census Tract 352, Kings County, New York",7863
1400000US36047035300,36047035300,"Census Tract 353, Kings County, New York",27188
1400000US36047035400,36047035400,"Census Tract 354, Kings County, New York",28678
1400000US36047035500,36047035500,"Census Tract 355, Kings County, New York",26992
1400000US36047035600,36047035600,"Census Tract 356, Kings County, New York",30493
1400000US36047035700,36047035700,"Census Tract 357, Kings County, New York",19712
1400000US36047035900,36047035900,"Census Tract 359, Kings County, New York",19333
1400000US36047036001,36047036001,"Census Tract 360.01, Kings County, New York",19539
1400000US36047036002,36047036002,"Census Tract 360.02, Kings County, New York",12351
1400000US36047036100,36047036100,"Census Tract 361, Kings County, New York",17212
1400000US36047036200,36047036200,"Census Tract 362, Kings County, New York",18854
1400000US36047036300,36047036300,"Census Tract 363, Kings County, New York",12212
1400000US36047036400,36047036400,"Census Tract 364, Kings County, New York",19693
1400000US36047036501,36047036501,"Census Tract 365.01, Kings County, New York",20948
1400000US36047036502,36047036502,"Census Tract 365.02, Kings County, New York",26771
1400000US36047036600,36047036600,"Census Tract 366, Kings County, New York",30817
1400000US36047036700,36047036700,"Census Tract 367, Kings County, New York",20714
1400000US36047036900,36047036900,"Census Tract 369, Kings County, New York",21170
1400000US36047037000,36047037000,"Census Tract 370, Kings County, New York",39104
1400000US36047037100,36047037100,"Census Tract 371, Kings County, New York",23799
1400000US36047037300,36047037300,"Census Tract 373, Kings County, New York",20912
1400000US36047037400,36047037400,"Census Tract 374, Kings County, New York",37924
1400000US36047037500,36047037500,"Census Tract 375, Kings County, New York",20510
1400000US36047037700,36047037700,"Census Tract 377, Kings County, New York",34601
1400000US36047037900,36047037900,"Census Tract 379, Kings County, New York",31650
1400000US36047038100,36047038100,"Census Tract 381, Kings County, New York",16560
1400000US36047038200,36047038200,"Census Tract 382, Kings County, New York",15601
1400000US36047038300,36047038300,"Census Tract 383, Kings County, New York",35966
1400000US36047038500,36047038500,"Census Tract 385, Kings County, New York",23750
1400000US36047038600,36047038600,"Census Tract 386, Kings County, New York",26129
1400000US36047038700,36047038700,"Census Tract 387, Kings County, New York",22338
1400000US36047038800,36047038800,"Census Tract 388, Kings County, New York",37571
1400000US36047038900,36047038900,"Census Tract 389, Kings County, New York",25208
1400000US36047039000,36047039000,"Census Tract 390, Kings County, New York",38102
1400000US36047039100,36047039100,"Census Tract 391, Kings County, New York",13947
1400000US36047039200,36047039200,"Census Tract 392, Kings County, New York",31898
1400000US36047039300,36047039300,"Census Tract 393, Kings County, New York",23456
1400000US36047039400,36047039400,"Census Tract 394, Kings County, New York",27452
1400000US36047039500,36047039500,"Census Tract 395, Kings County, New York",20417
1400000US36047039600,36047039600,"Census Tract 396, Kings County, New York",33313
1400000US36047039700,36047039700,"Census Tract 397, Kings County, New York",21729
1400000US36047039800,36047039800,"Census Tract 398, Kings County, New York",31078
1400000US36047039900,36047039900,"Census Tract 399, Kings County, New York",16594
1400000US36047040000,36047040000,"Census Tract 400, Kings County, New York",30559
1400000US36047040100,36047040100,"Census Tract 401, Kings County, New York",21029
1400000US36047040200,36047040200,"Census Tract 402, Kings County, New York",39960
1400000US36047040300,36047040300,"Census Tract 403, Kings County, New York",26341
1400000US36047040400,36047040400,"Census Tract 404, Kings County, New York",39028
1400000US36047040500,36047040500,"Census Tract 405, Kings County, New York",33125
1400000US36047040600,36047040600,"Census Tract 406, Kings County, New York",31828
1400000US36047040700,36047040700,"Census Tract 407, Kings County, New York",0
1400000US36047040800,36047040800,"Census Tract 408, Kings County, New York",33850
1400000US36047040900,36047040900,"Census Tract 409, Kings County, New York",24048
1400000US36047041000,36047041000,"Census Tract 410, Kings County, New York",40577
1400000US36047041100,36047041100,"Census Tract 411, Kings County, New York",17750
1400000US36047041200,36047041200,"Census Tract 412, Kings County, New York",35170
1400000US36047041300,36047041300,"Census Tract 413, Kings County, New York",22654
1400000US36047041401,36047041401,"Census Tract 414.01, Kings County, New York",37143
1400000US36047041402,36047041402,"Census Tract 414.02, Kings County, New York",36850
1400000US36047041500,36047041500,"Census Tract 415, Kings County, New York",25983
1400000US36047041600,36047041600,"Census Tract 416, Kings County, New York",41542
1400000US36047041700,36047041700,"Census Tract 417, Kings County, New York",16394
1400000US36047041800,36047041800,"Census Tract 418, Kings County, New York",27778
1400000US36047041900,36047041900,"Census Tract 419, Kings County, New York",22788
1400000US36047042000,36047042000,"Census Tract 420, Kings County, New York",44904
1400000US36047042100,36047042100,"Census Tract 421, Kings County, New York",19767
1400000US36047042200,36047042200,"Census Tract 422, Kings County, New York",35136
1400000US36047042300,36047042300,"Census Tract 423, Kings County, New York",20889
1400000US36047042400,36047042400,"Census Tract 424, Kings County, New York",34583
1400000US36047042500,36047042500,"Census Tract 425, Kings County, New York",17109
1400000US36047042600,36047042600,"Census Tract 426, Kings County, New York",30477
1400000US36047042700,36047042700,"Census Tract 427, Kings County, New York",19297
1400000US36047042800,36047042800,"Census Tract 428, Kings County, New York",31667
1400000US36047042900,36047042900,"Census Tract 429, Kings County, New York",16431
1400000US36047043000,36047043000,"Census Tract 430, Kings County, New York",27260
1400000US36047043100,36047043100,"Census Tract 431, Kings County, New York",20960
1400000US36047043200,36047043200,"Census Tract 432, Kings County, New York",28631
1400000US36047043300,36047043300,"Census Tract 433, Kings County, New York",15900
1400000US36047043400,36047043400,"Census Tract 434, Kings County, New York",29107
1400000US36047043500,36047043500,"Census Tract 435, Kings County, New York",22056
1400000US36047043600,36047043600,"Census Tract 436, Kings County, New York",28036
1400000US36047043700,36047043700,"Census Tract 437, Kings County, New York",24488
1400000US36047043800,36047043800,"Census Tract 438, Kings County, New York",33382
1400000US36047043900,36047043900,"Census Tract 439, Kings County, New York",28092
1400000US36047044000,36047044000,"Census Tract 440, Kings County, New York",30675
1400000US36047044100,36047044100,"Census Tract 441, Kings County, New York",22904
1400000US36047044200,36047044200,"Census Tract 442, Kings County, New York",26912
1400000US36047044300,36047044300,"Census Tract 443, Kings County, New York",27965
1400000US36047044400,36047044400,"Census Tract 444, Kings County, New York",30693
1400000US36047044500,36047044500,"Census Tract 445, Kings County, New York",30417
1400000US36047044600,36047044600,"Census Tract 446, Kings County, New York",38698
1400000US36047044700,36047044700,"Census Tract 447, Kings County, New York",23250
1400000US36047044800,36047044800,"Census Tract 448, Kings County, New York",41917
1400000US36047045000,36047045000,"Census Tract 450, Kings County, New York",48214
1400000US36047045200,36047045200,"Census Tract 452, Kings County, New York",45644
1400000US36047045300,36047045300,"Census Tract 453, Kings County, New York",25000
1400000US36047045400,36047045400,"Census Tract 454, Kings County, New York",45735
1400000US36047045500,36047045500,"Census Tract 455, Kings County, New York",17222
1400000US36047045600,36047045600,"Census Tract 456, Kings County, New York",34076
1400000US36047045800,36047045800,"Census Tract 458, Kings County, New York",64032
1400000US36047046001,36047046001,"Census Tract 460.01, Kings County, New York",31750
1400000US36047046002,36047046002,"Census Tract 460.02, Kings County, New York",55250
1400000US36047046201,36047046201,"Census Tract 462.01, Kings County, New York",25689
1400000US36047046202,36047046202,"Census Tract 462.02, Kings County, New York",45313
1400000US36047046400,36047046400,"Census Tract 464, Kings County, New York",35741
1400000US36047046500,36047046500,"Census Tract 465, Kings County, New York",12581
1400000US36047046800,36047046800,"Census Tract 468, Kings County, New York",38950
1400000US36047047000,36047047000,"Census Tract 470, Kings County, New York",42663
1400000US36047047200,36047047200,"Census Tract 472, Kings County, New York",26953
1400000US36047047300,36047047300,"Census Tract 473, Kings County, New York",37019
1400000US36047047400,36047047400,"Census Tract 474, Kings County, New York",32606
1400000US36047047600,36047047600,"Census Tract 476, Kings County, New York",27917
1400000US36047047700,36047047700,"Census Tract 477, Kings County, New York",37863
1400000US36047047800,36047047800,"Census Tract 478, Kings County, New York",37071
1400000US36047048000,36047048000,"Census Tract 480, Kings County, New York",23475
1400000US36047048100,36047048100,"Census Tract 481, Kings County, New York",21625
1400000US36047048200,36047048200,"Census Tract 482, Kings County, New York",22265
1400000US36047048300,36047048300,"Census Tract 483, Kings County, New York",43750
1400000US36047048400,36047048400,"Census Tract 484, Kings County, New York",29861
1400000US36047048600,36047048600,"Census Tract 486, Kings County, New York",30329
1400000US36047048700,36047048700,"Census Tract 487, Kings County, New York",35481
1400000US36047048800,36047048800,"Census Tract 488, Kings County, New York",37115
1400000US36047048900,36047048900,"Census Tract 489, Kings County, New York",12786
1400000US36047049000,36047049000,"Census Tract 490, Kings County, New York",27267
1400000US36047049100,36047049100,"Census Tract 491, Kings County, New York",24459
1400000US36047049200,36047049200,"Census Tract 492, Kings County, New York",30926
1400000US36047049300,36047049300,"Census Tract 493, Kings County, New York",18479
1400000US36047049400,36047049400,"Census Tract 494, Kings County, New York",30986
1400000US36047049500,36047049500,"Census Tract 495, Kings County, New York",28750
1400000US36047049600,36047049600,"Census Tract 496, Kings County, New York",38088
1400000US36047049700,36047049700,"Census Tract 497, Kings County, New York",35990
1400000US36047049800,36047049800,"Census Tract 498, Kings County, New York",35560
1400000US36047049900,36047049900,"Census Tract 499, Kings County, New York",32014
1400000US36047050000,36047050000,"Census Tract 500, Kings County, New York",39556
1400000US36047050100,36047050100,"Census Tract 501, Kings County, New York",35000
1400000US36047050201,36047050201,"Census Tract 502.01, Kings County, New York",64276
1400000US36047050202,36047050202,"Census Tract 502.02, Kings County, New York",49184
1400000US36047050300,36047050300,"Census Tract 503, Kings County, New York",36042
1400000US36047050400,36047050400,"Census Tract 504, Kings County, New York",41803
1400000US36047050500,36047050500,"Census Tract 505, Kings County, New York",22000
1400000US36047050600,36047050600,"Census Tract 506, Kings County, New York",26369
1400000US36047050700,36047050700,"Census Tract 507, Kings County, New York",18571
1400000US36047050800,36047050800,"Census Tract 508, Kings County, New York",25435
1400000US36047050900,36047050900,"Census Tract 509, Kings County, New York",17083
1400000US36047051000,36047051000,"Census Tract 510, Kings County, New York",24271
1400000US36047051100,36047051100,"Census Tract 511, Kings County, New York",26568
1400000US36047051200,36047051200,"Census Tract 512, Kings County, New York",31393
1400000US36047051300,36047051300,"Census Tract 513, Kings County, New York",30000
1400000US36047051400,36047051400,"Census Tract 514, Kings County, New York",32103
1400000US36047051500,36047051500,"Census Tract 515, Kings County, New York",36107
1400000US36047051600,36047051600,"Census Tract 516, Kings County, New York",25148
1400000US36047051700,36047051700,"Census Tract 517, Kings County, New York",48542
1400000US36047051800,36047051800,"Census Tract 518, Kings County, New York",40833
1400000US36047051900,36047051900,"Census Tract 519, Kings County, New York",34704
1400000US36047052000,36047052000,"Census Tract 520, Kings County, New York",34677
1400000US36047052200,36047052200,"Census Tract 522, Kings County, New York",75889
1400000US36047052300,36047052300,"Census Tract 523, Kings County, New York",22652
1400000US36047052400,36047052400,"Census Tract 524, Kings County, New York",50972
1400000US36047052500,36047052500,"Census Tract 525, Kings County, New York",12069
1400000US36047052600,36047052600,"Census Tract 526, Kings County, New York",34881
1400000US36047052700,36047052700,"Census Tract 527, Kings County, New York",22680
1400000US36047052800,36047052800,"Census Tract 528, Kings County, New York",48750
1400000US36047052900,36047052900,"Census Tract 529, Kings County, New York",17216
1400000US36047053000,36047053000,"Census Tract 530, Kings County, New York",30571
1400000US36047053100,36047053100,"Census Tract 531, Kings County, New York",22796
1400000US36047053200,36047053200,"Census Tract 532, Kings County, New York",41750
1400000US36047053300,36047053300,"Census Tract 533, Kings County, New York",12209
1400000US36047053400,36047053400,"Census Tract 534, Kings County, New York",23955
1400000US36047053500,36047053500,"Census Tract 535, Kings County, New York",16434
1400000US36047053600,36047053600,"Census Tract 536, Kings County, New York",31429
1400000US36047053700,36047053700,"Census Tract 537, Kings County, New York",16750
1400000US36047053800,36047053800,"Census Tract 538, Kings County, New York",28407
1400000US36047053900,36047053900,"Census Tract 539, Kings County, New York",16917
1400000US36047054000,36047054000,"Census Tract 540, Kings County, New York",36607
1400000US36047054200,36047054200,"Census Tract 542, Kings County, New York",32083
1400000US36047054300,36047054300,"Census Tract 543, Kings County, New York",0
1400000US36047054400,36047054400,"Census Tract 544, Kings County, New York",42733
1400000US36047054500,36047054500,"Census Tract 545, Kings County, New York",13454
1400000US36047054600,36047054600,"Census Tract 546, Kings County, New York",35469
1400000US36047054700,36047054700,"Census Tract 547, Kings County, New York",15379
1400000US36047054800,36047054800,"Census Tract 548, Kings County, New York",50227
1400000US36047054900,36047054900,"Census Tract 549, Kings County, New York",29722
1400000US36047055000,36047055000,"Census Tract 550, Kings County, New York",29148
1400000US36047055100,36047055100,"Census Tract 551, Kings County, New York",27083
1400000US36047055200,36047055200,"Census Tract 552, Kings County, New York",33870
1400000US36047055300,36047055300,"Census Tract 553, Kings County, New York",34679
1400000US36047055400,36047055400,"Census Tract 554, Kings County, New York",28291
1400000US36047055500,36047055500,"Census Tract 555, Kings County, New York",50132
1400000US36047055600,36047055600,"Census Tract 556, Kings County, New York",37828
1400000US36047055700,36047055700,"Census Tract 557, Kings County, New York",40086
1400000US36047055800,36047055800,"Census Tract 558, Kings County, New York",24750
1400000US36047055900,36047055900,"Census Tract 559, Kings County, New York",64286
1400000US36047056000,36047056000,"Census Tract 560, Kings County, New York",40913
1400000US36047056200,36047056200,"Census Tract 562, Kings County, New York",51300
1400000US36047056300,36047056300,"Census Tract 563, Kings County, New York",31238
1400000US36047056400,36047056400,"Census Tract 564, Kings County, New York",46359
1400000US36047056500,36047056500,"Census Tract 565, Kings County, New York",32418
1400000US36047056600,36047056600,"Census Tract 566, Kings County, New York",42036
1400000US36047056700,36047056700,"Census Tract 567, Kings County, New York",37835
1400000US36047056800,36047056800,"Census Tract 568, Kings County, New York",48125
1400000US36047056900,36047056900,"Census Tract 569, Kings County, New York",40143
1400000US36047057000,36047057000,"Census Tract 570, Kings County, New York",38750
1400000US36047057100,36047057100,"Census Tract 571, Kings County, New York",35282
1400000US36047057200,36047057200,"Census Tract 572, Kings County, New York",15361
1400000US36047057300,36047057300,"Census Tract 573, Kings County, New York",35588
1400000US36047057400,36047057400,"Census Tract 574, Kings County, New York",58519
1400000US36047057500,36047057500,"Census Tract 575, Kings County, New York",30056
1400000US36047057600,36047057600,"Census Tract 576, Kings County, New York",45354
1400000US36047057700,36047057700,"Census Tract 577, Kings County, New York",60096
1400000US36047057800,36047057800,"Census Tract 578, Kings County, New York",37262
1400000US36047057900,36047057900,"Census Tract 579, Kings County, New York",23445
1400000US36047058000,36047058000,"Census Tract 580, Kings County, New York",29471
1400000US36047058200,36047058200,"Census Tract 582, Kings County, New York",24738
1400000US36047058400,36047058400,"Census Tract 584, Kings County, New York",37992
1400000US36047058600,36047058600,"Census Tract 586, Kings County, New York",44177
1400000US36047058800,36047058800,"Census Tract 588, Kings County, New York",38866
1400000US36047058900,36047058900,"Census Tract 589, Kings County, New York",41552
1400000US36047059000,36047059000,"Census Tract 590, Kings County, New York",46188
1400000US36047059100,36047059100,"Census Tract 591, Kings County, New York",33047
1400000US36047059200,36047059200,"Census Tract 592, Kings County, New York",39375
1400000US36047059300,36047059300,"Census Tract 593, Kings County, New York",35208
1400000US36047059401,36047059401,"Census Tract 594.01, Kings County, New York",35065
1400000US36047059402,36047059402,"Census Tract 594.02, Kings County, New York",47923
1400000US36047059600,36047059600,"Census Tract 596, Kings County, New York",35000
1400000US36047059800,36047059800,"Census Tract 598, Kings County, New York",43017
1400000US36047060000,36047060000,"Census Tract 600, Kings County, New York",42582
1400000US36047060600,36047060600,"Census Tract 606, Kings County, New York",29405
1400000US36047060800,36047060800,"Census Tract 608, Kings County, New York",42792
1400000US36047061001,36047061001,"Census Tract 610.01, Kings County, New York",19490
1400000US36047061002,36047061002,"Census Tract 610.02, Kings County, New York",27361
1400000US36047061200,36047061200,"Census Tract 612, Kings County, New York",69013
1400000US36047061400,36047061400,"Census Tract 614, Kings County, New York",65667
1400000US36047061600,36047061600,"Census Tract 616, Kings County, New York",70119
1400000US36047061800,36047061800,"Census Tract 618, Kings County, New York",79118
1400000US36047062200,36047062200,"Census Tract 622, Kings County, New York",41130
1400000US36047062600,36047062600,"Census Tract 626, Kings County, New York",41733
1400000US36047062800,36047062800,"Census Tract 628, Kings County, New York",59294
1400000US36047063200,36047063200,"Census Tract 632, Kings County, New York",45645
1400000US36047063600,36047063600,"Census Tract 636, Kings County, New York",76854
1400000US36047063800,36047063800,"Census Tract 638, Kings County, New York",53603
1400000US36047064000,36047064000,"Census Tract 640, Kings County, New York",64297
1400000US36047064200,36047064200,"Census Tract 642, Kings County, New York",38182
1400000US36047064400,36047064400,"Census Tract 644, Kings County, New York",49653
1400000US36047064600,36047064600,"Census Tract 646, Kings County, New York",59620
1400000US36047064800,36047064800,"Census Tract 648, Kings County, New York",61902
1400000US36047065000,36047065000,"Census Tract 650, Kings County, New York",50500
1400000US36047065200,36047065200,"Census Tract 652, Kings County, New York",63958
1400000US36047065400,36047065400,"Census Tract 654, Kings County, New York",67438
1400000US36047065600,36047065600,"Census Tract 656, Kings County, New York",60098
1400000US36047065800,36047065800,"Census Tract 658, Kings County, New York",63250
1400000US36047066000,36047066000,"Census Tract 660, Kings County, New York",65833
1400000US36047066200,36047066200,"Census Tract 662, Kings County, New York",48419
1400000US36047066600,36047066600,"Census Tract 666, Kings County, New York",0
1400000US36047067000,36047067000,"Census Tract 670, Kings County, New York",50901
1400000US36047067200,36047067200,"Census Tract 672, Kings County, New York",39875
1400000US36047067400,36047067400,"Census Tract 674, Kings County, New York",51146
1400000US36047067600,36047067600,"Census Tract 676, Kings County, New York",55119
1400000US36047067800,36047067800,"Census Tract 678, Kings County, New York",50536
1400000US36047068000,36047068000,"Census Tract 680, Kings County, New York",59167
1400000US36047068200,36047068200,"Census Tract 682, Kings County, New York",51852
1400000US36047068600,36047068600,"Census Tract 686, Kings County, New York",43393
1400000US36047068800,36047068800,"Census Tract 688, Kings County, New York",52391
1400000US36047069000,36047069000,"Census Tract 690, Kings County, New York",56786
1400000US36047069200,36047069200,"Census Tract 692, Kings County, New York",51914
1400000US36047069600,36047069600,"Census Tract 696, Kings County, New York",48492
1400000US36047069800,36047069800,"Census Tract 698, Kings County, New York",75735
1400000US36047070000,36047070000,"Census Tract 700, Kings County, New York",53229
1400000US36047070201,36047070201,"Census Tract 702.01, Kings County, New York",67986
1400000US36047070202,36047070202,"Census Tract 702.02, Kings County, New York",53750
1400000US36047070203,36047070203,"Census Tract 702.03, Kings County, New York",0
1400000US36047070600,36047070600,"Census Tract 706, Kings County, New York",68348
1400000US36047072000,36047072000,"Census Tract 720, Kings County, New York",34712
1400000US36047072200,36047072200,"Census Tract 722, Kings County, New York",46389
1400000US36047072400,36047072400,"Census Tract 724, Kings County, New York",47861
1400000US36047072600,36047072600,"Census Tract 726, Kings County, New York",65163
1400000US36047072800,36047072800,"Census Tract 728, Kings County, New York",45775
1400000US36047073000,36047073000,"Census Tract 730, Kings County, New York",50598
1400000US36047073200,36047073200,"Census Tract 732, Kings County, New York",62750
1400000US36047073400,36047073400,"Census Tract 734, Kings County, New York",55735
1400000US36047073600,36047073600,"Census Tract 736, Kings County, New York",45944
1400000US36047073800,36047073800,"Census Tract 738, Kings County, New York",37833
1400000US36047074000,36047074000,"Census Tract 740, Kings County, New York",38208
1400000US36047074200,36047074200,"Census Tract 742, Kings County, New York",50085
1400000US36047074400,36047074400,"Census Tract 744, Kings County, New York",66563
1400000US36047074600,36047074600,"Census Tract 746, Kings County, New York",48466
1400000US36047074800,36047074800,"Census Tract 748, Kings County, New York",57500
1400000US36047075000,36047075000,"Census Tract 750, Kings County, New York",47976
1400000US36047075200,36047075200,"Census Tract 752, Kings County, New York",65227
1400000US36047075400,36047075400,"Census Tract 754, Kings County, New York",92663
1400000US36047075600,36047075600,"Census Tract 756, Kings County, New York",54236
1400000US36047075800,36047075800,"Census Tract 758, Kings County, New York",50662
1400000US36047076000,36047076000,"Census Tract 760, Kings County, New York",31888
1400000US36047076200,36047076200,"Census Tract 762, Kings County, New York",30275
1400000US36047076400,36047076400,"Census Tract 764, Kings County, New York",30328
1400000US36047076600,36047076600,"Census Tract 766, Kings County, New York",38796
1400000US36047077000,36047077000,"Census Tract 770, Kings County, New York",41775
1400000US36047077200,36047077200,"Census Tract 772, Kings County, New York",47730
1400000US36047077400,36047077400,"Census Tract 774, Kings County, New York",34583
