dt,sensor,lux,con,spl
7/8/2016 20:00,sensor_4,251.625,2837.98375,78.06437613
7/9/2016 0:00,sensor_2,0,2853.9675,68.16561172
7/9/2016 0:00,sensor_3,0,2648.28125,71.84640775
7/9/2016 0:00,sensor_4,0,3286.895,75.54774685
7/9/2016 4:00,sensor_0,20956,3919.89,87.06425028
7/9/2016 4:00,sensor_2,520.5,5558.5475,69.46863557
7/9/2016 4:00,sensor_3,307.375,2107.53,76.49261884
7/9/2016 4:00,sensor_4,1468.625,2539.60125,71.98680055
7/9/2016 8:00,sensor_0,3215.875,3987.2875,74.52657877
7/9/2016 8:00,sensor_2,8155.625,2044.9,73.00704529
7/9/2016 8:00,sensor_3,4659.125,2554.4075,78.33149398
7/9/2016 8:00,sensor_4,24706.375,2512.8625,74.58569251
7/9/2016 12:00,sensor_0,0,3971.276667,78.43697499
7/9/2016 12:00,sensor_2,10762.75,2202.42625,72.54433048
7/9/2016 12:00,sensor_3,6606.375,2881.86,78.06125077
7/9/2016 12:00,sensor_4,33864.25,3455.08875,75.08433773
7/9/2016 16:00,sensor_2,2876.5,2905.75375,71.91793735
7/9/2016 16:00,sensor_3,1876.875,3460.695,79.55329001
7/9/2016 16:00,sensor_4,9296.875,6980.6575,74.79040807
7/9/2016 20:00,sensor_2,8.875,2170.84375,70.02832761
7/9/2016 20:00,sensor_3,7.125,1904.09,76.8153861
7/9/2016 20:00,sensor_4,28.75,7032.005,72.11332794
7/10/2016 0:00,sensor_2,0,1797.79,69.6125013
7/10/2016 0:00,sensor_3,0,1656.01875,70.1072314
7/10/2016 0:00,sensor_4,0,1687.145,66.28960194
7/10/2016 4:00,sensor_2,1902.75,4825.765,71.43282611
7/10/2016 4:00,sensor_3,743.5,1766.4725,70.75834492
7/10/2016 4:00,sensor_4,3783.375,1909.8325,68.24163192
7/10/2016 8:00,sensor_2,14877.75,2222.9225,73.47688471
7/10/2016 8:00,sensor_3,3677.25,1561.66625,75.26457041
7/10/2016 8:00,sensor_4,37156.5,18395.095,70.3230448
7/10/2016 12:00,sensor_2,9469.625,2111.5425,77.98007783
7/10/2016 12:00,sensor_3,6543.375,1704.435,80.9840863
7/10/2016 12:00,sensor_4,38199.125,7324.75875,75.54987358
7/10/2016 16:00,sensor_2,4462.5,4185.56,75.45885837
7/10/2016 16:00,sensor_3,4040.125,1660.3075,76.97196085
7/10/2016 16:00,sensor_4,15162.25,4852.1325,82.81946097
7/10/2016 20:00,sensor_0,11020.875,2173.72375,75.58362492
7/10/2016 20:00,sensor_2,67.125,5429.00625,73.00903477
7/10/2016 20:00,sensor_3,52,1393.295,77.04596688
7/10/2016 20:00,sensor_4,238,7121.71875,82.03676783
7/11/2016 0:00,sensor_0,31239.5,2542.76875,76.76605396
7/11/2016 0:00,sensor_2,0,5074.4125,69.90849553
7/11/2016 0:00,sensor_3,0,1592.26375,76.73246894
7/11/2016 0:00,sensor_4,0,1739.8725,72.52176213
7/11/2016 4:00,sensor_0,2267.75,2820.72375,74
7/11/2016 4:00,sensor_2,1442.75,4064.5125,72.8967617
7/11/2016 4:00,sensor_3,417.5,1790.52375,76.24616778
7/11/2016 4:00,sensor_4,2239,2160.75625,72.77969972
7/11/2016 8:00,sensor_0,0,2030.015,69.38015742
7/11/2016 8:00,sensor_2,11264.375,1978.58,75.63466749
7/11/2016 8:00,sensor_3,2386.25,2068.68625,79.95197886
7/11/2016 8:00,sensor_4,18965.5,12186.73375,74.68908714
7/11/2016 12:00,sensor_0,517.25,1844.7425,72.45969631
7/11/2016 12:00,sensor_2,4809.125,1822.2825,75.82839225
7/11/2016 12:00,sensor_3,3819.625,1823.415,78.26579333
7/11/2016 12:00,sensor_4,24739.125,17538.6225,73.26866406
7/11/2016 16:00,sensor_0,10537.66667,1854.351667,75.82160939
7/11/2016 16:00,sensor_2,2671.666667,1998.335,76.42625378
7/11/2016 16:00,sensor_3,3664.5,1905.743333,76.57747582
7/11/2016 16:00,sensor_4,11581.16667,6097.67,73.65749516
